Company Name,Current Year,Years_to_Bankrupt,Bankruptcy,"Total Revenue [CY 2005] ($USDmm, Historical rate)","Gross Profit [CY 2005] ($USDmm, Historical rate)","Net Income [CY 2005] ($USDmm, Historical rate)",EBITDA,"Total Current Assets [CY 2005] ($USDmm, Historical rate)","Total Assets [CY 2005] ($USDmm, Historical rate)","Total Current Liabilities [CY 2005] ($USDmm, Historical rate)","Cash from Ops. [CY 2005] ($USDmm, Historical rate)",Net_Debt_EBITDA,Profit_Margin,Net Debt,Net Workng Capital,Current_Ratio,Debt_to_Cash_Flow_From_Ops,"Market Capitalization [My Setting] [1/31/2005] ($USDmm, Historical rate)","Market Capitalization [My Setting] [01/31/2006] ($USDmm, Historical rate)"
The Peoples Gas Light and Coke Company,2005,16.0,0.0,2454.1,486.6,7.8,215.0,579.8,2395.8,600.4,128.4,3.9,0.0,832.1,-20.6,1.0,6.5,,
"Heritage-Crystal Clean, Inc (NasdaqGS:HCCI)",2005,16.0,0.0,59.2,45.2,2.0,4.7,16.2,28.5,5.5,2.1,2.8,0.0,13.3,10.7,2.9,6.5,,
Public Utility District No. 1 of Clark County,2005,16.0,0.0,463.3,82.4,8.0,58.9,134.4,767.5,107.0,59.4,6.7,0.0,394.0,27.4,1.3,6.6,,
Metropolitan Edison Company,2005,16.0,0.0,1176.4,443.5,45.6,118.1,211.8,2917.7,356.6,125.2,7.1,0.0,832.6,-144.8,0.6,6.7,,
Viridis Holdings Corp. (OTCPK:VRDS.F),2005,16.0,0.0,3.5,1.9,-0.3,0.1,1.1,3.0,3.7,0.4,45.5,-0.1,2.5,-2.6,0.3,6.7,,
"Liberty Capital Group, Inc.",2005,16.0,0.0,1145.0,318.0,-331.0,124.0,2132.0,12407.0,2405.0,210.0,11.3,-0.3,1401.2,-273.0,0.9,6.7,,
"The Sheridan Group, Inc.",2005,16.0,0.0,348.0,64.6,1.2,40.1,66.5,300.7,43.6,23.5,3.9,0.0,157.2,22.9,1.5,6.7,,
Kraton Corporation (NYSE:KRA),2005,16.0,0.0,975.6,211.3,14.4,114.0,435.9,966.5,156.8,69.3,4.1,0.0,467.4,279.1,2.8,6.7,,
Wisconsin Public Service Corporation,2005,16.0,0.0,1454.9,274.6,84.5,193.8,467.8,2686.5,374.3,87.5,3.1,0.1,591.1,93.5,1.2,6.8,,
Alion Science and Technology Corp.,2005,16.0,0.0,401.3,92.9,-42.1,13.1,112.9,318.9,65.3,24.7,12.8,-0.1,167.7,47.6,1.7,6.8,,
"Entergy Louisiana, LLC",2005,16.0,0.0,2650.2,489.9,128.1,467.4,768.7,5855.1,775.1,171.1,2.5,0.0,1163.8,-6.4,1.0,6.8,,
"Superior Energy Services-North America Services, Inc.",2005,16.0,0.0,720.2,269.5,53.9,161.0,247.5,937.7,120.2,76.4,3.2,0.1,520.0,127.3,2.1,6.8,,
EM Holdings LLC,2005,16.0,0.0,322.3,66.8,-1.2,22.5,291.0,520.2,137.8,36.3,11.0,0.0,247.5,153.2,2.1,6.8,,
Basin Electric Power Cooperative,2005,16.0,0.0,1025.7,142.2,40.2,174.9,438.8,2534.3,327.1,156.1,6.1,0.0,1066.9,111.7,1.3,6.8,,
"Agiliti Health, Inc.",2005,16.0,0.0,215.9,126.8,-1.6,75.0,53.5,249.2,35.2,44.0,4.0,0.0,303.0,18.3,1.5,6.9,,
Sealy Corporation,2005,16.0,0.0,1469.6,651.6,68.5,229.8,304.4,915.9,282.0,135.0,4.1,0.0,935.3,22.4,1.1,6.9,,
"AltaLink, L.P.",2005,16.0,0.0,168.2,113.4,32.0,113.4,43.7,980.8,51.4,76.7,4.7,0.2,534.1,-7.7,0.9,7.0,,
Consumers Energy Company,2005,16.0,0.0,5232.0,2350.0,-96.0,1323.0,2995.0,13178.0,1667.0,639.0,3.4,0.0,4458.5,1328.0,1.8,7.0,,
Central Maine Power Company,2005,16.0,0.0,635.9,350.2,55.0,167.3,186.0,1849.1,200.5,53.4,2.2,0.1,373.1,-14.5,0.9,7.0,,
CRI Hotel Income Partners LP,2005,16.0,0.0,9.5,4.8,0.3,1.7,2.0,10.9,0.7,1.1,4.4,0.0,7.6,1.3,2.7,7.0,,
Alliance Pipeline Limited Partnership,2005,16.0,0.0,349.9,313.0,100.2,292.7,57.2,2002.2,69.1,190.7,4.6,0.3,1346.4,-11.9,0.8,7.1,,
Accuride Corporation,2005,4.0,1.0,1229.3,202.9,51.2,196.9,352.3,1220.4,197.6,91.9,3.3,0.0,649.8,154.7,1.8,7.1,,
Accuride Corporation,2005,4.0,1.0,1229.3,202.9,51.2,196.9,352.3,1220.4,197.6,91.9,3.3,0.0,649.8,154.7,1.8,7.1,,
CenterPoint Energy Resources Corp.,2005,16.0,0.0,8070.0,818.0,193.0,662.0,2191.0,8301.0,2109.0,276.0,3.0,0.0,1959.5,82.0,1.0,7.1,,
Primary Energy Recycling Corp.,2005,16.0,0.0,97.2,74.6,-2.9,57.5,29.5,511.8,13.4,28.8,3.6,0.0,205.3,16.1,2.2,7.1,,
"EPL Intermediate, Inc.",2005,16.0,0.0,237.2,109.5,-11.8,34.9,16.5,505.9,32.0,36.0,7.4,0.0,256.9,-15.5,0.5,7.1,,
Columbus Southern Power Company,2005,16.0,0.0,1542.3,799.1,137.0,424.3,336.0,3432.8,460.1,171.2,2.9,0.1,1222.0,-124.1,0.7,7.1,,
Cumulus Media Inc. (NasdaqGM:CMLS),2005,12.0,1.0,327.4,99.0,-212.3,79.8,70.9,1405.6,29.6,78.4,7.1,-0.6,563.4,41.3,2.4,7.2,,
Cumulus Media Inc. (NasdaqGM:CMLS),2005,16.0,0.0,327.4,99.0,-212.3,79.8,70.9,1405.6,29.6,78.4,7.1,-0.6,563.4,41.3,2.4,7.2,,
Enercare Solutions Inc.,2005,16.0,0.0,127.6,127.6,16.0,118.5,41.0,934.1,21.1,93.7,5.8,0.1,681.4,19.9,1.9,7.3,,
Circus and Eldorado Joint Venture,2005,7.0,1.0,149.3,62.5,3.4,31.5,47.5,314.2,20.9,17.1,4.0,0.0,124.4,26.6,2.3,7.3,,
Circus and Eldorado Joint Venture,2005,7.0,1.0,149.3,62.5,3.4,31.5,47.5,314.2,20.9,17.1,4.0,0.0,124.4,26.6,2.3,7.3,,
Innergex Renewable Energy Inc. (TSX:INE),2005,16.0,0.0,25.8,21.5,8.6,19.8,14.3,307.8,10.9,12.2,4.5,0.3,89.1,3.4,1.3,7.3,,
"AmREIT, Inc.",2005,16.0,0.0,32.0,22.0,10.1,13.7,45.5,315.0,8.2,14.9,8.0,0.3,109.1,37.3,5.5,7.3,,
Cardtronics plc (NasdaqGS:CATM),2005,16.0,0.0,269.0,59.5,-2.4,41.7,26.3,343.8,47.9,33.2,5.8,0.0,243.1,-21.6,0.5,7.3,,
Alaska Power & Telephone Company (OTCPK:APTL),2005,16.0,0.0,34.0,14.9,3.0,14.9,14.9,119.4,7.0,10.8,5.4,0.1,79.9,7.9,2.1,7.4,,
Public Service Electric and Gas Company,2005,16.0,0.0,7514.0,1607.0,348.0,1466.0,1656.0,14297.0,1693.0,684.0,3.5,0.0,5072.4,-37.0,1.0,7.4,,
Cooper-Standard Holdings Inc. (NYSE:CPS),2005,4.0,1.0,1827.4,277.2,8.8,190.5,517.6,1734.2,304.1,113.0,4.4,0.0,840.1,213.5,1.7,7.4,,
Cooper-Standard Holdings Inc. (NYSE:CPS),2005,4.0,1.0,1827.4,277.2,8.8,190.5,517.6,1734.2,304.1,113.0,4.4,0.0,840.1,213.5,1.7,7.4,,
Enbridge Pipelines Inc.,2005,16.0,0.0,597.6,363.7,212.3,363.7,856.6,4489.0,457.9,257.9,5.3,0.4,1938.5,398.7,1.9,7.5,,
Saskatchewan Power Corporation,2005,16.0,0.0,1135.0,425.5,112.4,406.7,313.1,3518.4,270.2,254.8,4.7,0.1,1915.6,42.9,1.2,7.5,,
"Avangrid, Inc. (NYSE:AGR)",2005,16.0,0.0,5298.5,2013.7,256.8,1076.0,1930.6,11487.7,1393.0,504.7,3.5,0.0,3798.3,537.6,1.4,7.5,,
"AdvancePierre Foods, Inc.",2005,3.0,1.0,429.8,120.9,0.0,55.8,93.8,484.5,26.6,31.7,4.3,0.0,241.1,67.2,3.5,7.6,,
Public Utility District No. 1 Of Douglas County,2005,16.0,0.0,64.7,33.3,16.4,31.2,157.7,477.0,28.0,27.5,6.7,0.3,209.4,129.7,5.6,7.6,,
"Hard Rock Hotel Holdings, LLC",2005,16.0,0.0,181.0,79.9,14.0,39.4,27.1,199.0,21.0,24.8,4.8,0.1,189.1,6.1,1.3,7.6,,
South Carolina Public Service Authority,2005,16.0,0.0,1350.1,482.7,135.4,401.3,678.9,4983.2,694.9,352.1,6.7,0.1,2692.7,-16.0,1.0,7.6,,
"Regency Centers, L.P.",2005,16.0,0.0,380.7,292.7,174.0,190.1,145.8,3616.2,110.8,205.4,8.3,0.5,1572.1,35.0,1.3,7.7,,
Hydro-Québec,2005,16.0,0.0,9341.1,6129.0,1932.1,5571.4,2809.7,51846.3,6281.7,3862.4,5.3,0.2,29584.1,-3472.0,0.4,7.7,,
Paperweight Development Corp.,2005,16.0,0.0,934.3,230.5,-3.0,133.1,306.0,1024.9,160.2,73.7,4.3,0.0,567.0,145.8,1.9,7.7,,
Northern States Power Company,2005,16.0,0.0,681.8,132.2,26.6,117.1,164.7,1230.7,151.2,49.3,3.2,0.0,379.4,13.5,1.1,7.7,,
"Summit Global Logistics, Inc.",2005,3.0,1.0,195.6,34.9,4.0,18.0,26.9,112.1,17.5,6.8,2.9,0.0,52.4,9.4,1.5,7.7,,
"RailAmerica, Inc.",2005,16.0,0.0,423.7,165.5,30.8,83.6,114.0,1147.4,129.1,54.1,5.0,0.1,419.7,-15.1,0.9,7.8,,
"Movie Gallery, Inc.",2005,5.0,1.0,1987.3,1222.7,-552.7,163.9,337.3,1385.1,493.1,132.1,6.3,-0.3,1030.9,-155.8,0.7,7.8,,
VISANT Corporation,2005,16.0,0.0,1110.7,548.5,48.1,241.9,382.3,2360.8,347.9,167.5,5.4,0.0,1308.7,34.4,1.1,7.8,,
Tronox Holdings plc (NYSE:TROX),2005,4.0,1.0,1375.2,229.9,18.8,191.0,779.4,1758.3,375.0,61.5,2.5,0.0,481.3,404.4,2.1,7.8,,
Tronox Holdings plc (NYSE:TROX),2005,4.0,1.0,1375.2,229.9,18.8,191.0,779.4,1758.3,375.0,61.5,2.5,0.0,481.3,404.4,2.1,7.8,,
"Thryv Holdings, Inc. (NasdaqCM:THRY)",2005,8.0,1.0,956.6,840.8,67.5,452.3,574.5,3873.9,738.7,392.1,6.8,0.1,3071.1,-164.2,0.8,7.8,,
"Thryv Holdings, Inc. (NasdaqCM:THRY)",2005,11.0,1.0,956.6,840.8,67.5,452.3,574.5,3873.9,738.7,392.1,6.8,0.1,3071.1,-164.2,0.8,7.8,,
TravelCenters of America Inc. (NasdaqGS:TA),2005,16.0,0.0,4075.3,220.3,-2.1,156.4,230.4,939.7,193.8,81.0,4.1,0.0,635.0,36.6,1.2,7.8,,
Vornado Realty L.P.,2005,16.0,0.0,2543.7,1248.8,673.5,766.7,1564.7,13637.2,524.0,762.7,7.8,0.3,5995.6,1040.7,3.0,7.9,,
Tanger Properties Limited Partnership,2005,16.0,0.0,198.7,152.1,6.1,112.9,5.6,1000.4,37.2,83.9,5.9,0.0,660.5,-31.6,0.1,7.9,,
University Health Network,2005,16.0,0.0,901.3,153.4,9.8,38.4,96.4,1071.3,147.6,36.2,7.4,0.0,285.3,-51.2,0.7,7.9,,
Southwestern Public Service Company,2005,16.0,0.0,1627.2,288.9,62.4,248.9,399.6,2717.6,885.5,114.3,3.6,0.0,901.0,-485.9,0.5,7.9,,
"United Rentals (North America), Inc.",2005,16.0,0.0,1607.0,556.0,200.0,317.0,959.0,4760.0,168.0,328.0,8.2,0.1,2593.1,791.0,5.7,7.9,,
"Chaparral Energy, Inc.",2005,15.0,1.0,186.8,144.6,12.9,66.5,77.3,647.4,119.3,55.7,6.7,0.1,444.9,-42.0,0.6,8.0,,
"Chaparral Energy, Inc.",2005,16.0,0.0,186.8,144.6,12.9,66.5,77.3,647.4,119.3,55.7,6.7,0.1,444.9,-42.0,0.6,8.0,,
"Consolidated Edison Company of New York, Inc.",2005,16.0,0.0,9227.0,2993.0,705.0,1879.0,2311.0,21144.0,2611.0,818.0,3.5,0.1,6538.9,-300.0,0.9,8.0,,
The Hertz Corporation,2005,15.0,1.0,7469.2,1680.2,350.0,1232.4,3458.2,18580.9,1617.3,1454.5,9.4,0.0,11633.9,1840.9,2.1,8.0,,
The Hertz Corporation,2005,16.0,0.0,7469.2,1680.2,350.0,1232.4,3458.2,18580.9,1617.3,1454.5,9.4,0.0,11633.9,1840.9,2.1,8.0,,
"Geomet, Inc.",2005,16.0,0.0,41.1,29.0,-1.6,6.0,9.8,247.9,17.2,12.4,16.7,0.0,99.4,-7.4,0.6,8.0,,
"Summit Hotel Properties, Inc. (NYSE:INN)",2005,16.0,0.0,81.4,42.9,3.7,28.5,19.4,317.3,26.3,23.5,6.6,0.0,188.4,-6.9,0.7,8.0,,
"Buffets Holdings, LLC",2005,3.0,1.0,949.4,98.5,-2.7,87.2,75.1,550.7,125.4,54.7,5.0,0.0,438.6,-50.3,0.6,8.0,,
"Hertz Global Holdings, Inc. (OTCPK:HTZG.Q)",2005,16.0,0.0,7469.2,1680.2,350.0,1232.4,3458.2,18580.9,1667.7,1454.5,9.5,0.0,11670.8,1790.5,2.1,8.0,,
"Owens-Illinois Group, Inc.",2005,16.0,0.0,6305.0,1220.1,-472.6,1150.1,2282.3,9520.6,1663.9,622.0,4.4,-0.1,5002.9,618.4,1.4,8.0,,
Turlock Irrigation District,2005,16.0,0.0,223.2,64.9,33.1,49.9,139.3,857.2,113.9,46.0,7.4,0.1,370.3,25.4,1.2,8.0,,
Neff Corporation,2005,5.0,1.0,279.6,126.0,-13.0,58.2,64.4,360.4,37.6,55.8,7.8,0.0,451.1,26.8,1.7,8.1,,
Whitestone REIT (NYSE:WSR),2005,16.0,0.0,24.9,14.5,2.5,13.9,14.5,171.5,6.6,8.8,5.2,0.1,72.1,7.9,2.2,8.2,,
Titan Machinery Inc. (NasdaqGS:TITN),2005,16.0,0.0,228.5,36.3,2.7,8.9,96.6,105.1,75.2,8.8,8.1,0.0,72.5,21.4,1.3,8.2,,
"The Castle Group, Inc. (OTCPK:CAGU)",2005,16.0,0.0,20.7,2.0,0.6,1.6,4.0,17.6,5.6,1.0,5.1,0.0,8.1,-1.6,0.7,8.3,,
"Pinnacle Entertainment, Inc.",2005,16.0,0.0,668.5,322.7,6.1,95.3,214.0,1244.9,143.0,61.7,5.4,0.0,510.8,71.0,1.5,8.3,,
"GenuTec Business Solutions, Inc.",2005,9.0,1.0,16.1,8.1,-1.1,3.0,4.5,38.1,3.3,2.0,5.5,-0.1,16.4,1.2,1.4,8.3,,
"PGT Innovations, Inc. (NYSE:PGTI)",2005,16.0,0.0,332.8,122.0,7.9,48.1,76.9,425.6,31.1,21.7,3.8,0.0,180.4,45.8,2.5,8.3,,
Inter-Rock Minerals Inc. (TSXV:IRO),2005,16.0,0.0,8.7,2.1,-0.6,0.9,1.4,5.7,1.3,0.5,4.5,-0.1,3.9,0.2,1.1,8.3,,
Northern Illinois Gas Company,2005,16.0,0.0,2909.6,443.6,53.5,272.1,1055.8,3820.3,1401.3,117.4,3.6,0.0,976.8,-345.5,0.8,8.3,,
Kentucky Power Company,2005,16.0,0.0,531.3,115.4,20.8,105.9,126.7,1320.0,188.3,58.9,4.7,0.0,492.4,-61.6,0.7,8.4,,
Universal City Development Partners Ltd.,2005,16.0,0.0,850.6,584.6,35.3,265.9,124.0,1967.0,144.2,117.8,3.7,0.0,994.5,-20.2,0.9,8.4,,
Koppers Holdings Inc. (NYSE:KOP),2005,16.0,0.0,978.4,159.4,9.9,106.0,290.9,551.8,159.2,58.1,4.6,0.0,490.8,131.7,1.8,8.4,,
South Jersey Gas Company,2005,16.0,0.0,587.2,111.5,34.5,105.0,213.1,1171.0,251.1,42.5,3.4,0.1,359.1,-38.0,0.8,8.4,,
"Mack-Cali Realty, L.P.",2005,16.0,0.0,592.2,384.7,118.1,348.5,197.4,4247.5,161.5,242.9,5.9,0.2,2066.6,35.9,1.2,8.5,,
Edgen Murray Corporation,2005,16.0,0.0,281.7,59.8,-3.2,17.1,143.7,224.0,57.1,13.8,6.9,0.0,117.5,86.6,2.5,8.5,,
"Somero Enterprises, Inc. (AIM:SOM)",2005,16.0,0.0,39.7,20.6,2.3,10.1,10.2,57.3,7.3,3.6,3.1,0.1,31.0,2.9,1.4,8.5,,
Berkshire Hathaway Energy Company,2005,16.0,0.0,7116.0,3823.0,563.0,2205.0,1910.3,20370.7,2088.3,1311.0,5.1,0.1,11179.4,-178.0,0.9,8.5,,
Insight Health Services Holdings Corp.,2005,5.0,1.0,307.1,108.3,-37.6,88.0,85.8,620.2,44.3,55.4,5.4,-0.1,474.3,41.5,1.9,8.6,,
RBS Global Inc.,2005,16.0,0.0,1000.9,318.9,24.3,181.2,370.9,1569.0,210.2,89.3,4.2,0.0,764.7,160.7,1.8,8.6,,
Rancon Realty Fund IV,2005,16.0,0.0,7.5,4.7,3.4,3.7,11.5,52.3,0.6,1.6,3.9,0.5,14.1,10.9,19.8,8.6,,
Union Gas Limited,2005,16.0,0.0,1787.9,466.7,103.8,415.2,660.6,3539.8,645.2,213.6,4.4,0.1,1831.0,15.4,1.0,8.6,,
"Vitamin Shoppe, Inc.",2005,16.0,0.0,436.5,183.5,-5.7,37.1,93.7,408.6,65.5,20.0,4.6,0.0,172.1,28.2,1.4,8.6,,
"Tri-State Generation and Transmission Association, Inc.",2005,16.0,0.0,757.6,232.0,47.4,217.9,243.9,2125.2,244.5,165.7,6.6,0.1,1427.2,-0.6,1.0,8.6,,
"Associated Electric Cooperative, Inc.",2005,16.0,0.0,873.3,136.6,10.7,111.7,344.3,1704.3,179.6,115.0,8.9,0.0,990.8,164.7,1.9,8.6,,
Central Iowa Power Cooperative,2005,16.0,0.0,158.2,40.7,5.7,33.1,39.6,437.1,33.2,28.4,7.4,0.0,245.6,6.4,1.2,8.6,,
Spectra Energy Corp,2005,16.0,0.0,9454.0,2348.0,674.0,2230.0,6608.0,35056.0,7314.0,1069.0,4.2,0.1,9254.5,-706.0,0.9,8.7,,
Washington Gas Light Company,2005,16.0,0.0,1613.9,391.3,94.1,279.9,696.3,2957.0,776.5,91.7,2.8,0.1,794.9,-80.2,0.9,8.7,,
Public Utility District No. 1 of Chelan County,2005,16.0,0.0,220.7,95.4,14.3,89.8,251.0,1452.9,78.6,102.4,9.9,0.1,889.9,172.4,3.2,8.7,,
"IPALCO Enterprises, Inc.",2005,16.0,0.0,951.1,637.4,113.9,437.7,205.0,2573.2,261.7,177.3,3.5,0.1,1549.5,-56.7,0.8,8.7,,
FP Canadian Newspapers Limited Partnership,2005,16.0,0.0,100.3,20.7,7.7,20.7,15.1,135.0,12.1,12.0,5.1,0.1,104.9,3.0,1.2,8.7,,
"Pedernales Electric Cooperative, Inc.",2005,16.0,0.0,410.9,152.2,19.9,87.1,135.6,973.2,62.9,60.2,6.1,0.0,527.0,72.7,2.2,8.8,,
Westcoast Energy Inc.,2005,16.0,0.0,2811.4,1514.2,238.5,891.4,1140.2,8377.7,1236.3,459.0,4.5,0.1,4047.0,-96.1,0.9,8.8,,
Corporate Property Associates 14 Incorporated,2005,16.0,0.0,138.2,113.7,47.2,112.1,153.4,1295.0,23.3,70.9,5.6,0.3,625.5,130.1,6.6,8.8,,
Vanguard Health Systems Inc.,2005,16.0,0.0,2315.3,454.8,38.3,264.0,541.2,2594.6,311.0,152.9,5.1,0.0,1351.7,230.2,1.7,8.8,,
Visant Holding Corp.,2005,16.0,0.0,1110.7,548.5,36.6,241.7,383.1,2366.6,347.5,168.5,6.2,0.0,1493.7,35.6,1.1,8.9,,
The Lodge at Kananaskis Limited Partnership,2005,16.0,0.0,13.7,6.5,0.4,2.3,4.4,21.0,1.8,1.0,4.1,0.0,9.2,2.6,2.4,9.0,,
NTELOS Holdings Corp.,2005,16.0,0.0,265.9,180.5,1.1,94.7,78.7,895.8,71.3,81.4,7.7,0.0,731.1,7.4,1.1,9.0,,
Sbarro LLC,2005,9.0,1.0,344.1,188.3,1.4,50.9,84.7,388.5,44.0,21.6,3.9,0.0,196.0,40.7,1.9,9.1,,
"Inergy, L.P.",2005,16.0,0.0,1243.0,373.7,10.7,142.0,393.7,1745.0,379.3,82.9,5.3,0.0,754.0,14.4,1.0,9.1,,
NewPage Holdings Inc.,2005,6.0,1.0,1863.0,173.0,-65.0,233.0,707.0,2302.0,338.0,171.0,6.7,0.0,1561.1,369.0,2.1,9.1,,
NewPage Holdings Inc.,2005,6.0,1.0,1863.0,173.0,-65.0,233.0,707.0,2302.0,338.0,171.0,6.7,0.0,1561.1,369.0,2.1,9.1,,
SeaCube Container Leasing Ltd.,2005,16.0,0.0,150.7,142.8,-4.6,59.8,217.8,857.9,89.6,66.1,10.1,0.0,604.0,128.2,2.4,9.1,,
Newfoundland and Labrador Hydro,2005,16.0,0.0,408.4,192.9,61.7,192.9,156.1,1891.0,402.5,144.6,6.9,0.2,1327.2,-246.4,0.4,9.2,,
"Duke Energy Indiana, LLC",2005,16.0,0.0,1953.0,783.0,198.0,706.0,428.0,6267.0,1084.0,286.0,3.7,0.1,2626.3,-656.0,0.4,9.2,,
"Diversey, Inc.",2005,16.0,0.0,2948.5,1256.6,-166.6,259.9,1115.2,3308.9,828.9,135.2,4.8,-0.1,1247.5,286.3,1.3,9.2,,
"CSC Holdings, LLC",2005,16.0,0.0,5082.0,2833.3,162.9,1549.4,2317.7,9957.8,2561.5,860.2,5.1,0.0,7948.4,-243.8,0.9,9.2,,
Manitoba Hydro-Electric Board,2005,16.0,0.0,2003.3,1419.9,326.9,1031.2,562.8,8270.4,441.8,596.3,5.4,0.2,5516.9,121.0,1.3,9.3,,
Power Authority of the State of New York,2005,16.0,0.0,2506.0,223.0,58.0,223.0,1310.0,6389.0,754.0,188.0,7.8,0.0,1741.6,556.0,1.7,9.3,,
"Oldapco, Inc.",2005,12.0,1.0,833.8,205.2,7.1,116.3,215.8,862.9,-163.3,60.3,4.8,0.0,562.9,379.1,-1.3,9.3,,
"Oldapco, Inc.",2005,16.0,0.0,833.8,205.2,7.1,116.3,215.8,862.9,-163.3,60.3,4.8,0.0,562.9,379.1,-1.3,9.3,,
The North Front Limited Partnership,2005,16.0,0.0,1.8,1.6,0.2,0.5,0.3,2.1,0.1,0.3,5.6,0.1,2.6,0.1,1.8,9.4,,
"American Airlines, Inc.",2005,16.0,0.0,20657.0,4338.0,-892.0,802.0,6042.0,26041.0,8329.0,732.0,8.6,0.0,6905.2,-2287.0,0.7,9.4,,
Michigan Public Power Agency,2005,16.0,0.0,158.3,55.0,0.2,34.6,134.1,414.4,35.5,28.7,7.8,0.0,270.9,98.6,3.8,9.4,,
"American Water Works Company, Inc. (NYSE:AWK)",2005,16.0,0.0,2136.7,969.8,-325.0,751.9,531.2,12542.0,2496.3,525.4,6.6,-0.2,4962.5,-1965.1,0.2,9.4,,
Stallion Oilfield Services Ltd.,2005,4.0,1.0,73.1,30.8,7.4,21.0,24.0,123.1,22.8,7.1,3.2,0.1,67.0,1.2,1.1,9.4,,
Nevada Power Company,2005,16.0,0.0,1883.3,590.3,132.7,399.4,674.9,5173.9,429.3,224.2,5.3,0.1,2120.8,245.6,1.6,9.5,,
"Neenah Enterprises, Inc.",2005,5.0,1.0,541.6,100.9,15.2,78.5,141.0,393.4,77.3,29.1,3.5,0.0,276.3,63.7,1.8,9.5,,
"Neenah Enterprises, Inc.",2005,5.0,1.0,541.6,100.9,15.2,78.5,141.0,393.4,77.3,29.1,3.5,0.0,276.3,63.7,1.8,9.5,,
"Park-Ohio Industries, Inc.",2005,16.0,0.0,932.9,137.5,31.6,73.3,398.3,664.7,184.7,34.5,4.5,0.0,328.4,213.6,2.2,9.5,,
Madison Gas and Electric Company,2005,16.0,0.0,512.1,101.8,26.1,88.6,159.2,913.8,136.3,32.8,3.5,0.1,312.8,22.9,1.2,9.5,,
ICON Income Fund Ten Liquidating Trust,2005,16.0,0.0,25.3,25.3,-5.0,22.3,28.9,169.2,1.2,3.7,1.6,-0.2,35.2,27.7,24.1,9.5,,
Trans Québec & Maritimes Pipeline Inc.,2005,16.0,0.0,75.1,63.3,12.5,59.0,11.2,417.1,8.2,29.7,4.8,0.2,283.8,3.0,1.4,9.6,,
Lake Louise Limited Partnership,2005,16.0,0.0,23.6,9.2,0.8,3.9,2.9,40.6,9.5,2.4,5.9,0.0,23.1,-6.6,0.3,9.6,,
"Ply Gem Midco, Inc.",2005,16.0,0.0,838.9,191.3,20.2,114.9,170.5,1050.0,108.1,63.9,5.4,0.0,615.9,62.4,1.6,9.6,,
Boston Properties Limited Partnership,2005,16.0,0.0,1375.7,918.6,561.6,863.1,683.4,8758.9,265.4,472.2,5.3,0.4,4565.8,418.0,2.6,9.7,,
WII Components Inc.,2005,16.0,0.0,259.6,42.0,8.2,33.9,41.9,221.6,25.0,13.0,3.7,0.0,125.8,16.9,1.7,9.7,,
TeraGo Inc. (TSX:TGO),2005,16.0,0.0,13.4,10.6,-0.5,2.1,4.0,19.8,5.1,0.4,1.9,0.0,3.9,-1.1,0.8,9.7,,
"PowerFilm, Inc.",2005,16.0,0.0,2.7,0.7,0.1,0.3,0.8,1.4,0.4,0.1,2.3,0.0,0.7,0.4,2.0,9.7,,
"Reckson Operating Partnership, L.P.",2005,16.0,0.0,360.6,226.8,203.1,183.2,288.0,3816.5,142.9,197.7,10.5,0.6,1923.6,145.1,2.0,9.7,,
Roust Corporation,2005,8.0,1.0,749.4,122.0,20.3,56.2,351.5,1084.5,265.5,34.1,6.0,0.0,334.4,86.0,1.3,9.8,,
Roust Corporation,2005,11.0,1.0,749.4,122.0,20.3,56.2,351.5,1084.5,265.5,34.1,6.0,0.0,334.4,86.0,1.3,9.8,,
Morris Publishing Group LLC,2005,5.0,1.0,394.4,202.2,31.3,102.5,77.3,448.1,53.9,51.7,5.0,0.1,508.4,23.4,1.4,9.8,,
Morris Publishing Group LLC,2005,5.0,1.0,394.4,202.2,31.3,102.5,77.3,448.1,53.9,51.7,5.0,0.1,508.4,23.4,1.4,9.8,,
Newpage Holding Corporation,2005,16.0,0.0,1863.0,173.0,-75.0,231.0,707.0,2304.0,338.0,171.0,7.3,0.0,1684.0,369.0,2.1,9.8,,
"Mesquite Gaming, LLC",2005,5.0,1.0,162.3,67.6,-8.4,23.1,24.4,212.9,27.8,17.0,7.3,-0.1,167.5,-3.4,0.9,9.9,,
"Chugach Electric Association, Inc.",2005,16.0,0.0,225.7,84.6,9.5,61.2,66.0,565.1,52.8,36.5,5.9,0.0,362.3,13.2,1.3,9.9,,
"cxLoyalty Group, Inc.",2005,16.0,0.0,1198.7,835.0,-86.2,106.6,359.2,2200.0,451.9,137.6,12.9,-0.1,1375.1,-92.7,0.8,10.0,,
United Air Lines Inc.,2005,16.0,0.0,17304.0,2607.0,-21036.0,651.0,4402.0,19396.0,5637.0,911.0,14.0,-1.2,9114.0,-1235.0,0.8,10.0,,
"Cxloyalty Group Holdings, Inc.",2005,16.0,0.0,1198.7,835.0,-89.0,102.7,359.9,2200.7,450.2,137.3,13.4,-0.1,1376.2,-90.3,0.8,10.0,,
Keg Restaurants Ltd.,2005,16.0,0.0,158.5,22.5,-0.5,8.5,22.1,90.8,27.4,6.1,7.2,0.0,61.2,-5.3,0.8,10.0,,
Edmonton Regional Airports Authority,2005,16.0,0.0,81.2,47.9,4.7,35.6,22.6,288.2,14.2,20.0,5.6,0.1,200.8,8.4,1.6,10.0,,
